Evt_lab,Start,End,TotalPrecip_mm,Max_Intensity,Dur_hr,PreDry_Dur_hr
13313,7/7/2004 17:00,7/7/2004 18:00,7.37,3.56,2,73
13315,7/7/2004 21:00,7/7/2004 22:00,2.54,1.27,2,3
13317,7/8/2004 14:00,7/8/2004 18:00,13.97,4.83,5,16
13319,7/11/2004 13:00,7/11/2004 14:00,12.44,4.32,2,67
13321,7/11/2004 16:00,7/11/2004 19:00,153.15,37.59,4,2
13323,7/13/2004 15:00,7/13/2004 16:00,9.15,6.1,2,45
13325,7/14/2004 6:00,7/14/2004 6:00,0.25,0.25,1,14
13327,7/15/2004 12:00,7/15/2004 21:00,46.98,8.13,10,30
13329,7/16/2004 7:00,7/16/2004 7:00,0.25,0.25,1,9
13331,7/16/2004 20:00,7/16/2004 22:00,52.83,19.3,3,14
13333,7/17/2004 15:00,7/17/2004 18:00,4.57,2.54,4,17
13335,7/18/2004 8:00,7/18/2004 10:00,1.01,0.51,3,13
13337,7/18/2004 16:00,7/18/2004 16:00,0.5,0.25,1,6
13339,7/18/2004 21:00,7/18/2004 21:00,0.25,0.25,1,5
13341,7/23/2004 19:00,7/23/2004 20:00,0.5,0.25,2,117
13343,7/24/2004 13:00,7/24/2004 14:00,10.67,3.05,2,17
13345,7/31/2004 10:00,7/31/2004 13:00,22.59,6.6,4,165
13347,7/31/2004 17:00,7/31/2004 17:00,0.25,0.25,1,4
13349,8/2/2004 21:00,8/2/2004 21:00,3.05,3.05,1,52
13351,8/4/2004 15:00,8/4/2004 20:00,36.82,14.48,6,42
13353,8/5/2004 15:00,8/5/2004 15:00,0.51,0.51,1,18
13355,8/6/2004 14:00,8/6/2004 14:00,9.91,6.86,1,22
13357,8/11/2004 15:00,8/11/2004 16:00,1.26,0.76,2,120
13359,8/12/2004 15:00,8/12/2004 15:00,3.05,1.78,1,22
13361,8/13/2004 9:00,8/14/2004 1:00,168.38,29.72,17,18
13363,8/14/2004 13:00,8/14/2004 13:00,0.25,0.25,1,12
13365,8/15/2004 15:00,8/15/2004 20:00,40.12,9.65,6,26
13367,8/16/2004 5:00,8/16/2004 6:00,0.75,0.25,2,9
13369,8/17/2004 15:00,8/18/2004 0:00,31.99,8.89,10,33
13371,8/18/2004 15:00,8/18/2004 17:00,53.33,14.73,3,14
13373,8/20/2004 18:00,8/20/2004 19:00,1.53,0.51,2,49
13375,8/21/2004 12:00,8/21/2004 15:00,3.04,1.27,4,17
13377,8/22/2004 11:00,8/22/2004 12:00,10.66,3.3,2,20
13379,8/23/2004 14:00,8/23/2004 15:00,19.81,5.59,2,25
13381,8/24/2004 12:00,8/24/2004 16:00,68.85,11.18,5,20
13383,8/25/2004 6:00,8/25/2004 6:00,0.25,0.25,1,14
13385,8/29/2004 17:00,8/29/2004 21:00,164.33,42.67,5,107
13387,8/30/2004 14:00,8/30/2004 15:00,13.71,4.57,2,17
13389,8/31/2004 15:00,8/31/2004 16:00,1.78,1.27,2,24
13391,9/3/2004 10:00,9/3/2004 11:00,10.16,6.1,2,66
13393,9/4/2004 17:00,9/4/2004 18:00,1.77,1.27,2,29
13395,9/5/2004 7:00,9/5/2004 7:00,0.25,0.25,1,12
13397,9/5/2004 10:00,9/6/2004 13:00,246.37,43.43,28,4
13399,9/6/2004 17:00,9/7/2004 15:00,97.25,12.19,23,4
13401,9/7/2004 19:00,9/7/2004 20:00,12.45,7.37,2,4
13403,9/8/2004 13:00,9/8/2004 13:00,2.04,1.02,1,17
13405,9/9/2004 15:00,9/9/2004 21:00,67.83,14.22,7,26
13407,9/10/2004 5:00,9/10/2004 5:00,0.25,0.25,1,7
13409,9/10/2004 16:00,9/10/2004 16:00,0.76,0.76,1,10
13411,9/11/2004 13:00,9/11/2004 13:00,0.25,0.25,1,21
13413,9/12/2004 17:00,9/12/2004 21:00,10.4,7.87,5,28
13415,9/13/2004 6:00,9/13/2004 6:00,3.05,3.05,1,8
13417,9/13/2004 9:00,9/13/2004 9:00,0.25,0.25,1,2
13419,9/13/2004 15:00,9/13/2004 20:00,14.48,3.3,6,5
13421,9/14/2004 5:00,9/14/2004 7:00,13.71,4.06,3,9
13423,9/14/2004 11:00,9/14/2004 18:00,20.33,4.83,8,4
13425,9/20/2004 15:00,9/20/2004 19:00,1.52,0.51,5,140
13427,9/21/2004 2:00,9/21/2004 3:00,0.76,0.51,2,7
13429,9/21/2004 6:00,9/21/2004 6:00,0.5,0.25,1,3
13431,9/21/2004 9:00,9/21/2004 11:00,17.02,4.83,3,3
13433,9/22/2004 10:00,9/22/2004 10:00,0.5,0.25,1,22
13435,9/24/2004 19:00,9/24/2004 20:00,0.5,0.25,2,57
13437,9/25/2004 2:00,9/25/2004 2:00,0.5,0.25,1,5
13439,9/25/2004 17:00,9/26/2004 3:00,18.78,3.3,11,15
13441,9/26/2004 10:00,9/27/2004 4:00,179.33,19.05,19,6
13443,10/3/2004 18:00,10/3/2004 19:00,53.85,18.29,2,159
13445,10/4/2004 5:00,10/4/2004 5:00,0.25,0.25,1,10
13447,10/6/2004 6:00,10/6/2004 6:00,0.25,0.25,1,48
13449,10/6/2004 20:00,10/6/2004 20:00,0.25,0.25,1,13
13451,10/9/2004 18:00,10/9/2004 19:00,3.3,1.27,2,69
13453,10/11/2004 3:00,10/11/2004 3:00,0.25,0.25,1,32
13455,10/11/2004 21:00,10/11/2004 21:00,1.78,1.78,1,17
13457,10/12/2004 2:00,10/12/2004 2:00,0.25,0.25,1,4
13459,10/12/2004 11:00,10/12/2004 11:00,0.76,0.51,1,8
13461,10/15/2004 6:00,10/15/2004 9:00,18.27,4.32,4,66
13463,10/19/2004 7:00,10/19/2004 7:00,0.25,0.25,1,94
13465,10/24/2004 10:00,10/24/2004 10:00,0.25,0.25,1,123
13467,10/28/2004 6:00,10/28/2004 6:00,0.25,0.25,1,92
13469,10/30/2004 7:00,10/30/2004 8:00,0.5,0.25,2,49
13471,11/3/2004 5:00,11/3/2004 6:00,0.5,0.25,2,93
13473,11/4/2004 18:00,11/4/2004 18:00,0.25,0.25,1,35
13475,11/7/2004 7:00,11/7/2004 7:00,0.25,0.25,1,60
13477,11/11/2004 12:00,11/11/2004 14:00,5.33,2.03,3,101
13479,11/12/2004 16:00,11/12/2004 16:00,0.76,0.76,1,25
13481,11/13/2004 8:00,11/13/2004 8:00,0.25,0.25,1,16
13483,11/14/2004 0:00,11/14/2004 0:00,0.25,0.25,1,17
13485,11/24/2004 7:00,11/24/2004 7:00,0.25,0.25,1,246
13487,11/24/2004 19:00,11/25/2004 3:00,111.74,17.27,9,12
13489,11/27/2004 17:00,11/27/2004 20:00,33.79,9.65,4,61
13491,11/28/2004 22:00,11/28/2004 22:00,0.25,0.25,1,25
13493,11/30/2004 7:00,11/30/2004 7:00,0.25,0.25,1,33
13495,12/4/2004 8:00,12/4/2004 8:00,0.25,0.25,1,97
13497,12/9/2004 7:00,12/9/2004 7:00,0.5,0.25,1,118
13499,12/10/2004 7:00,12/10/2004 9:00,52.58,13.72,3,25
13501,12/23/2004 8:00,12/23/2004 11:00,30.23,8.89,4,311
13503,12/24/2004 16:00,12/24/2004 23:00,4.3,1.27,8,29
13505,12/25/2004 12:00,12/26/2004 11:00,35.8,5.84,24,12
13507,1/1/2005 2:00,1/1/2005 2:00,0.25,0.25,1,134
13509,1/4/2005 3:00,1/4/2005 3:00,0.25,0.25,1,72
13511,1/8/2005 12:00,1/8/2005 12:00,0.25,0.25,1,104
13513,1/11/2005 6:00,1/11/2005 6:00,0.5,0.25,1,65
13515,1/14/2005 3:00,1/14/2005 11:00,47,12.19,9,68
13517,1/15/2005 3:00,1/15/2005 3:00,0.25,0.25,1,15
13519,1/16/2005 2:00,1/16/2005 8:00,1.26,0.51,7,22
13521,1/23/2005 1:00,1/23/2005 2:00,1.53,1.02,2,161
13523,1/29/2005 14:00,1/29/2005 15:00,0.76,0.51,2,155
13525,1/29/2005 18:00,1/30/2005 2:00,20.59,4.83,9,3
13527,2/2/2005 8:00,2/2/2005 9:00,0.5,0.25,2,77
13529,2/2/2005 14:00,2/2/2005 19:00,4.56,1.52,6,4
13531,2/3/2005 11:00,2/3/2005 14:00,3.82,1.02,4,17
13533,2/3/2005 16:00,2/3/2005 20:00,3.04,1.27,5,2
13535,2/4/2005 0:00,2/4/2005 0:00,0.25,0.25,1,4
13537,2/10/2005 9:00,2/10/2005 9:00,0.25,0.25,1,153
13539,2/23/2005 22:00,2/24/2005 3:00,11.42,3.81,6,325
13541,2/24/2005 13:00,2/24/2005 14:00,0.75,0.25,2,11
13543,2/25/2005 6:00,2/25/2005 18:00,30.72,5.33,13,15
13545,2/26/2005 21:00,2/27/2005 19:00,58.64,6.6,23,27
13547,2/28/2005 21:00,2/28/2005 21:00,2.79,2.79,1,26
13549,3/1/2005 13:00,3/1/2005 13:00,0.25,0.25,1,15
13551,3/7/2005 23:00,3/8/2005 3:00,14.73,3.81,5,155
13553,3/8/2005 9:00,3/8/2005 9:00,2.54,1.02,1,5
13555,3/14/2005 16:00,3/14/2005 16:00,0.25,0.25,1,151
13557,3/14/2005 21:00,3/14/2005 22:00,16,5.59,2,5
13559,3/15/2005 21:00,3/16/2005 10:00,11.65,2.03,14,24
13561,3/16/2005 13:00,3/16/2005 18:00,25.39,7.62,6,3
13563,3/17/2005 2:00,3/17/2005 2:00,0.25,0.25,1,9
13565,3/17/2005 10:00,3/17/2005 13:00,2.53,1.27,4,9
13567,3/17/2005 16:00,3/17/2005 16:00,0.25,0.25,1,3
13569,3/18/2005 4:00,3/18/2005 4:00,0.25,0.25,1,12
13571,3/18/2005 11:00,3/18/2005 11:00,0.25,0.25,1,7
13573,3/21/2005 2:00,3/21/2005 2:00,0.25,0.25,1,62
13575,3/21/2005 22:00,3/21/2005 22:00,2.54,2.54,1,19
13577,3/22/2005 13:00,3/22/2005 13:00,7.12,3.56,1,15
13579,3/22/2005 17:00,3/22/2005 18:00,11.68,4.06,2,4
13581,3/22/2005 23:00,3/22/2005 23:00,1.27,1.27,1,4
13583,3/25/2005 6:00,3/25/2005 16:00,17.26,3.05,11,54
13585,3/26/2005 12:00,3/26/2005 12:00,0.5,0.25,1,20
13587,3/26/2005 20:00,3/26/2005 22:00,1.77,0.76,3,9
13589,3/27/2005 14:00,3/27/2005 15:00,1.53,0.51,2,17
13591,3/28/2005 3:00,3/28/2005 4:00,0.5,0.25,2,13
13593,3/31/2005 17:00,3/31/2005 21:00,40.89,9.91,5,86
13595,4/1/2005 7:00,4/1/2005 7:00,0.25,0.25,1,9
13597,4/1/2005 16:00,4/2/2005 6:00,71.38,13.97,15,10
13599,4/7/2005 12:00,4/7/2005 20:00,52.07,9.14,9,127
13601,4/12/2005 21:00,4/13/2005 2:00,21.84,5.84,6,121
13603,4/13/2005 10:00,4/13/2005 10:00,0.25,0.25,1,7
13605,4/14/2005 6:00,4/14/2005 8:00,2.28,1.27,3,20
13607,4/23/2005 5:00,4/23/2005 6:00,0.76,0.51,2,212
13609,4/26/2005 15:00,4/26/2005 17:00,11.19,5.59,3,80
13611,4/27/2005 8:00,4/27/2005 8:00,0.5,0.25,1,15
13613,4/30/2005 18:00,4/30/2005 22:00,12.43,6.35,5,81
13615,5/1/2005 9:00,5/1/2005 9:00,1.01,0.76,1,11
13617,5/2/2005 4:00,5/2/2005 5:00,0.5,0.25,2,19
13619,5/4/2005 20:00,5/5/2005 0:00,11.93,4.06,5,62
13621,5/5/2005 5:00,5/5/2005 13:00,13.72,1.52,9,6
13623,5/5/2005 19:00,5/5/2005 19:00,0.25,0.25,1,6
13625,5/6/2005 1:00,5/6/2005 1:00,3.3,3.3,1,6
13627,5/7/2005 8:00,5/7/2005 8:00,0.25,0.25,1,31
13629,5/11/2005 2:00,5/11/2005 3:00,40.38,12.95,2,90
13631,5/17/2005 18:00,5/17/2005 22:00,35.55,15.49,5,158
13633,5/18/2005 12:00,5/18/2005 12:00,0.25,0.25,1,14
13635,5/21/2005 0:00,5/21/2005 2:00,6.61,2.54,3,59
13637,5/21/2005 8:00,5/21/2005 8:00,0.5,0.25,1,5
13639,5/30/2005 16:00,5/30/2005 17:00,72.64,21.84,2,224
13641,5/31/2005 7:00,5/31/2005 11:00,7.11,1.78,5,14
13643,5/31/2005 16:00,5/31/2005 16:00,0.25,0.25,1,5
13645,5/31/2005 19:00,5/31/2005 19:00,0.25,0.25,1,3
13647,6/1/2005 10:00,6/1/2005 10:00,0.25,0.25,1,15
13649,6/2/2005 19:00,6/2/2005 22:00,1.27,0.51,4,33
13651,6/3/2005 17:00,6/3/2005 20:00,34.28,8.38,4,20
13653,6/5/2005 15:00,6/5/2005 15:00,0.25,0.25,1,43
13655,6/10/2005 17:00,6/10/2005 22:00,16.25,4.32,6,121
13657,6/11/2005 5:00,6/11/2005 13:00,44.7,7.62,9,7
13659,6/12/2005 4:00,6/12/2005 5:00,55.37,18.03,2,16
13661,6/13/2005 13:00,6/13/2005 14:00,19.31,4.83,2,32
13663,6/13/2005 17:00,6/13/2005 17:00,6.1,6.1,1,3
13665,6/14/2005 15:00,6/14/2005 16:00,11.17,5.59,2,22
13667,6/17/2005 8:00,6/17/2005 8:00,0.25,0.25,1,64
13669,6/18/2005 16:00,6/18/2005 18:00,51.55,17.02,3,31
13671,6/19/2005 14:00,6/20/2005 10:00,747.79,106.43,21,19
13673,6/21/2005 3:00,6/21/2005 5:00,217.67,85.85,3,17
13675,6/24/2005 19:00,6/24/2005 22:00,5.07,1.52,4,86
13677,6/25/2005 1:00,6/25/2005 7:00,25.13,11.18,7,3
13679,6/25/2005 10:00,6/25/2005 19:00,41.15,8.38,10,3
13681,6/25/2005 23:00,6/25/2005 23:00,6.61,2.29,1,4
13683,6/26/2005 14:00,6/26/2005 15:00,0.75,0.25,2,15
13685,6/27/2005 20:00,6/27/2005 23:00,3.04,1.52,4,28
13687,6/28/2005 11:00,6/28/2005 21:00,54.85,16.26,11,12
13689,6/29/2005 8:00,6/29/2005 8:00,0.25,0.25,1,11
13691,6/29/2005 16:00,6/29/2005 22:00,156.21,59.94,7,8
13693,6/30/2005 14:00,6/30/2005 16:00,16.76,7.62,3,16
13695,6/30/2005 18:00,6/30/2005 20:00,23.62,19.3,3,3
13697,7/1/2005 19:00,7/2/2005 0:00,6.34,2.79,6,23
13699,7/2/2005 15:00,7/2/2005 20:00,64.99,14.73,6,15
13701,7/3/2005 12:00,7/3/2005 13:00,6.86,2.03,2,16
13703,7/4/2005 17:00,7/4/2005 18:00,3.55,2.54,2,28
13705,7/4/2005 21:00,7/4/2005 21:00,2.03,2.03,1,2
13707,7/9/2005 22:00,7/10/2005 14:00,46.2,9.65,17,120
13709,7/11/2005 16:00,7/11/2005 19:00,2.78,1.52,4,26
13711,7/13/2005 18:00,7/13/2005 18:00,1.52,0.76,1,47
13713,7/14/2005 18:00,7/14/2005 22:00,20.82,13.46,5,24
13715,7/15/2005 15:00,7/15/2005 17:00,23.88,13.21,3,17
13717,7/29/2005 15:00,7/29/2005 17:00,32.76,15.24,3,334
13719,7/30/2005 16:00,7/30/2005 16:00,7.62,4.32,1,22
13721,8/1/2005 20:00,8/1/2005 22:00,6.1,4.83,3,52
13723,8/2/2005 16:00,8/2/2005 21:00,7.87,2.79,6,19
13725,8/3/2005 15:00,8/3/2005 15:00,6.09,3.3,1,17
13727,8/4/2005 18:00,8/4/2005 19:00,1.77,1.52,2,26
13729,8/6/2005 14:00,8/6/2005 14:00,0.51,0.51,1,43
13731,8/6/2005 19:00,8/6/2005 20:00,0.5,0.25,2,4
13733,8/7/2005 17:00,8/7/2005 18:00,6.6,5.84,2,20
13735,8/8/2005 16:00,8/8/2005 17:00,4.82,1.52,2,21
13737,8/14/2005 18:00,8/14/2005 20:00,45.22,18.8,3,146
13739,8/15/2005 17:00,8/15/2005 18:00,53.07,13.46,2,20
13741,8/16/2005 20:00,8/16/2005 21:00,5.33,4.83,2,25
13743,8/23/2005 13:00,8/23/2005 14:00,10.68,3.56,2,160
13745,8/25/2005 18:00,8/25/2005 22:00,13.45,2.79,5,52
13747,8/26/2005 9:00,8/26/2005 10:00,0.76,0.51,2,11
13749,8/26/2005 16:00,8/26/2005 16:00,2.28,0.76,1,7
13751,8/26/2005 19:00,8/26/2005 23:00,3.54,2.03,5,3
13753,8/29/2005 17:00,8/29/2005 18:00,37.59,10.41,2,66
13755,9/1/2005 17:00,9/1/2005 17:00,0.51,0.51,1,70
13757,9/5/2005 17:00,9/5/2005 22:00,34.54,10.41,6,96
13759,9/6/2005 3:00,9/6/2005 6:00,1.52,0.76,4,5
13761,9/6/2005 14:00,9/6/2005 17:00,48.51,10.16,4,7
13763,9/6/2005 19:00,9/6/2005 22:00,29.46,10.92,4,2
13765,9/7/2005 1:00,9/7/2005 6:00,3.54,1.78,6,3
13767,9/7/2005 15:00,9/7/2005 15:00,0.5,0.25,1,8
13769,9/7/2005 18:00,9/8/2005 1:00,17.02,4.57,8,3
13771,9/8/2005 3:00,9/8/2005 4:00,7.62,3.05,2,3
13773,9/9/2005 4:00,9/9/2005 4:00,1.52,0.76,1,24
13775,9/21/2005 4:00,9/21/2005 9:00,87.36,21.84,6,288
13777,9/21/2005 22:00,9/21/2005 22:00,0.25,0.25,1,12
13779,9/23/2005 17:00,9/23/2005 17:00,0.51,0.51,1,43
13781,9/28/2005 12:00,9/28/2005 14:00,33.78,9.4,3,115
13783,10/1/2005 6:00,10/1/2005 6:00,2.29,2.29,1,63
13785,10/1/2005 9:00,10/1/2005 10:00,2.02,1.27,2,4
13787,10/1/2005 14:00,10/1/2005 15:00,29.21,8.89,2,4
13789,10/1/2005 21:00,10/1/2005 22:00,2.79,1.27,2,5
13791,10/2/2005 9:00,10/2/2005 14:00,11.45,2.03,6,11
13793,10/2/2005 18:00,10/2/2005 18:00,0.25,0.25,1,4
13795,10/3/2005 3:00,10/3/2005 7:00,16.76,4.57,5,8
13797,10/3/2005 11:00,10/3/2005 15:00,23.86,6.6,5,5
13799,10/4/2005 1:00,10/4/2005 3:00,9.14,3.3,3,9
13801,10/4/2005 16:00,10/5/2005 1:00,11.42,3.56,10,14
13803,10/5/2005 4:00,10/5/2005 19:00,114.79,15.75,16,4
13805,10/6/2005 19:00,10/7/2005 0:00,9.65,2.54,6,23
13807,10/7/2005 4:00,10/7/2005 8:00,23.59,5.33,5,4
13809,10/21/2005 19:00,10/21/2005 20:00,32.5,12.95,2,348
13811,10/23/2005 12:00,10/23/2005 16:00,14.73,2.29,5,40
13813,10/23/2005 20:00,10/23/2005 23:00,29.46,9.14,4,5
13815,10/24/2005 4:00,10/24/2005 10:00,9.9,2.29,7,4
13817,11/14/2005 17:00,11/14/2005 17:00,4.32,3.56,1,511
13819,11/20/2005 16:00,11/20/2005 18:00,1.26,0.76,3,144
13821,11/21/2005 0:00,11/21/2005 0:00,0.25,0.25,1,5
13823,11/21/2005 3:00,11/21/2005 3:00,0.75,0.25,1,3
13825,11/21/2005 8:00,11/21/2005 8:00,0.5,0.25,1,4
13827,11/28/2005 14:00,11/28/2005 18:00,43.7,8.89,5,173
13829,12/5/2005 17:00,12/5/2005 20:00,10.68,3.56,4,167
13831,12/7/2005 20:00,12/8/2005 9:00,14.22,2.03,14,47
13833,12/8/2005 12:00,12/9/2005 4:00,47.2,15.24,17,3
13835,12/9/2005 7:00,12/9/2005 8:00,1.27,1.02,2,4
13837,12/15/2005 19:00,12/15/2005 19:00,1.27,1.27,1,155
13839,12/17/2005 12:00,12/18/2005 9:00,193.55,16.26,22,41
13841,12/25/2005 4:00,12/25/2005 8:00,4.82,1.78,5,162
13843,1/1/2006 15:00,1/1/2006 16:00,3.05,1.27,2,175
13845,1/2/2006 1:00,1/2/2006 6:00,41.64,23.11,6,9
13847,1/2/2006 17:00,1/2/2006 20:00,22.87,8.13,4,11
13849,1/13/2006 17:00,1/13/2006 17:00,1.53,1.02,1,261
13851,1/13/2006 23:00,1/13/2006 23:00,1.52,0.76,1,6
13853,1/23/2006 10:00,1/23/2006 10:00,0.25,0.25,1,226
13855,1/29/2006 17:00,1/30/2006 5:00,8.88,2.79,13,151
13857,1/31/2006 1:00,1/31/2006 1:00,9.14,3.3,1,19
13859,2/2/2006 13:00,2/2/2006 13:00,0.25,0.25,1,60
13861,2/2/2006 22:00,2/3/2006 5:00,52.56,17.78,8,10
13863,2/3/2006 20:00,2/4/2006 0:00,106.92,25.91,5,15
13865,2/4/2006 3:00,2/4/2006 5:00,5.58,1.78,3,3
13867,2/7/2006 8:00,2/7/2006 12:00,5.08,1.78,5,75
13869,2/11/2006 14:00,2/11/2006 18:00,4.56,1.02,5,98
13871,2/19/2006 4:00,2/19/2006 4:00,0.5,0.25,1,177
13873,2/23/2006 9:00,2/23/2006 10:00,4.31,3.81,2,102
13875,2/23/2006 16:00,2/23/2006 16:00,0.5,0.25,1,6
13877,2/23/2006 21:00,2/23/2006 21:00,0.25,0.25,1,5
13879,2/25/2006 9:00,2/25/2006 11:00,0.5,0.25,3,35
13881,2/26/2006 1:00,2/26/2006 4:00,26.15,8.89,4,14
13883,3/14/2006 13:00,3/14/2006 16:00,6.85,1.52,4,394
13885,3/21/2006 11:00,3/21/2006 12:00,20.83,8.13,2,163
13887,3/23/2006 6:00,3/23/2006 15:00,4.81,0.76,10,41
13889,3/23/2006 23:00,3/24/2006 0:00,1.27,1.02,2,7
13891,4/8/2006 19:00,4/8/2006 22:00,73.17,15.75,4,380
13893,4/22/2006 15:00,4/22/2006 15:00,1.52,1.52,1,329
13895,5/8/2006 14:00,5/8/2006 17:00,6.35,1.78,4,383
13897,5/8/2006 20:00,5/8/2006 20:00,0.25,0.25,1,3
13899,5/10/2006 22:00,5/10/2006 23:00,20.58,6.1,2,50
13901,5/11/2006 5:00,5/11/2006 5:00,0.25,0.25,1,5
13903,5/11/2006 19:00,5/11/2006 20:00,0.5,0.25,2,13
13905,5/15/2006 15:00,5/15/2006 15:00,7.12,3.56,1,90
13907,5/15/2006 20:00,5/15/2006 22:00,31.25,7.62,3,5
13909,5/28/2006 16:00,5/28/2006 17:00,4.06,1.52,2,307
13911,5/31/2006 8:00,5/31/2006 9:00,2.03,0.76,2,63
13913,6/1/2006 6:00,6/1/2006 9:00,6.85,3.3,4,21
13915,6/2/2006 19:00,6/2/2006 19:00,0.51,0.51,1,34
13917,6/3/2006 12:00,6/3/2006 12:00,2.54,1.27,1,17
13919,6/3/2006 17:00,6/3/2006 18:00,3.81,1.27,2,5
13921,6/5/2006 13:00,6/5/2006 15:00,1.27,1.02,3,44
13923,6/11/2006 19:00,6/11/2006 20:00,0.5,0.25,2,148
13925,6/12/2006 12:00,6/12/2006 12:00,0.51,0.51,1,15
13927,6/12/2006 19:00,6/13/2006 7:00,123.18,26.16,13,6
13929,6/13/2006 12:00,6/13/2006 18:00,17.26,6.35,7,6
13931,6/14/2006 2:00,6/14/2006 5:00,30.49,7.62,4,8
13933,6/14/2006 9:00,6/14/2006 9:00,1.02,0.51,1,3
13935,6/19/2006 15:00,6/19/2006 16:00,102.36,32.26,2,126
13937,6/25/2006 5:00,6/25/2006 10:00,24.12,11.68,6,133
13939,6/25/2006 14:00,6/25/2006 17:00,88.38,19.81,4,4
13941,6/26/2006 17:00,6/26/2006 17:00,1.27,1.27,1,23
13943,6/28/2006 12:00,6/28/2006 12:00,3.05,1.78,1,43
13945,6/28/2006 15:00,6/28/2006 15:00,0.25,0.25,1,3
13947,7/6/2006 19:00,7/6/2006 23:00,23.38,5.08,5,196
13949,7/7/2006 17:00,7/7/2006 17:00,0.5,0.25,1,17
13951,7/11/2006 12:00,7/11/2006 16:00,83.31,32.26,5,91
13953,7/12/2006 11:00,7/12/2006 13:00,5.85,1.78,3,20
13955,7/17/2006 15:00,7/17/2006 15:00,0.51,0.51,1,123
13957,7/23/2006 12:00,7/23/2006 16:00,23.61,4.57,5,141
13959,7/24/2006 13:00,7/24/2006 14:00,4.83,1.27,2,21
13961,7/25/2006 13:00,7/25/2006 13:00,0.25,0.25,1,22
13963,7/29/2006 17:00,7/29/2006 22:00,3.29,1.02,6,100
13965,7/31/2006 14:00,7/31/2006 17:00,60.7,19.05,4,41
13967,8/1/2006 18:00,8/1/2006 19:00,61.21,21.84,2,25
13969,8/5/2006 16:00,8/5/2006 16:00,0.75,0.25,1,93
13971,8/6/2006 13:00,8/6/2006 14:00,2.03,0.76,2,21
13973,8/12/2006 19:00,8/12/2006 21:00,30.73,15.49,3,149
13975,8/13/2006 0:00,8/13/2006 0:00,0.25,0.25,1,3
13977,8/17/2006 23:00,8/18/2006 0:00,1.27,1.02,2,119
13979,8/18/2006 16:00,8/18/2006 16:00,0.51,0.51,1,16
13981,8/19/2006 12:00,8/19/2006 12:00,0.25,0.25,1,21
13983,8/22/2006 17:00,8/22/2006 17:00,0.76,0.76,1,77
13985,8/24/2006 15:00,8/24/2006 18:00,152.4,38.35,4,47
13987,8/24/2006 23:00,8/24/2006 23:00,0.5,0.25,1,4
13989,8/30/2006 14:00,8/30/2006 15:00,0.76,0.51,2,135
13991,8/30/2006 21:00,8/31/2006 1:00,28.43,8.38,5,5
13993,8/31/2006 5:00,8/31/2006 6:00,1.01,0.51,2,4
13995,8/31/2006 19:00,8/31/2006 20:00,7.61,5.59,2,12
13997,9/6/2006 17:00,9/6/2006 17:00,1.02,1.02,1,141
13999,9/6/2006 20:00,9/6/2006 23:00,180.35,47.5,4,4
14001,9/7/2006 14:00,9/7/2006 16:00,2.79,1.27,3,14
14003,9/9/2006 12:00,9/9/2006 13:00,6.84,1.52,2,44
14005,9/10/2006 11:00,9/10/2006 12:00,24.39,7.37,2,23
14007,9/19/2006 14:00,9/19/2006 16:00,69.85,16,3,218
14009,10/18/2006 7:00,10/18/2006 14:00,24.63,7.11,8,687
14011,10/27/2006 22:00,10/28/2006 3:00,65.29,16.26,6,224
14013,11/5/2006 14:00,11/5/2006 16:00,2.54,0.51,3,202
14015,11/7/2006 14:00,11/7/2006 18:00,1.26,0.51,5,46
14017,11/12/2006 2:00,11/12/2006 3:00,1,0.25,2,104
14019,11/16/2006 0:00,11/16/2006 1:00,0.76,0.51,2,93
14021,11/16/2006 6:00,11/16/2006 7:00,1.01,0.76,2,6
14023,11/21/2006 23:00,11/21/2006 23:00,0.25,0.25,1,136
14025,11/27/2006 4:00,11/27/2006 5:00,0.75,0.25,2,125
14027,11/27/2006 10:00,11/27/2006 10:00,1.02,0.51,1,5
14029,11/28/2006 23:00,11/29/2006 0:00,0.5,0.25,2,38
14031,11/30/2006 3:00,11/30/2006 3:00,0.25,0.25,1,27
14033,11/30/2006 7:00,11/30/2006 7:00,3.05,3.05,1,4
14035,11/30/2006 11:00,11/30/2006 11:00,1.02,1.02,1,4
14037,12/2/2006 9:00,12/2/2006 10:00,1.77,0.76,2,45
14039,12/2/2006 14:00,12/2/2006 14:00,0.5,0.25,1,4
14041,12/21/2006 9:00,12/21/2006 14:00,3.29,0.76,6,450
14043,12/22/2006 19:00,12/22/2006 21:00,54.1,14.73,3,29
14045,12/23/2006 1:00,12/23/2006 5:00,5.33,2.03,5,3
14047,12/24/2006 16:00,12/24/2006 18:00,1.77,0.76,3,34
14049,12/24/2006 23:00,12/25/2006 4:00,63.48,14.99,6,4
14051,12/25/2006 10:00,12/25/2006 15:00,61.47,16.26,6,6
14053,1/1/2007 2:00,1/1/2007 5:00,12.45,6.1,4,154
14055,1/1/2007 16:00,1/1/2007 17:00,3.04,1.27,2,11
14057,1/3/2007 17:00,1/3/2007 21:00,4.82,2.29,5,49
14059,1/4/2007 4:00,1/4/2007 4:00,0.25,0.25,1,6
14061,1/5/2007 19:00,1/6/2007 0:00,26.41,11.94,6,38
14063,1/8/2007 9:00,1/8/2007 10:00,5.32,1.52,2,57
14065,1/17/2007 14:00,1/17/2007 15:00,1.78,0.76,2,221
